"Server","Time Stamp","Usage (KBps)"
"SRV005106","",""
"SRV005106","2019/11/29 12:00:00 AM","2149"
"SRV005106","2019/11/29 12:30:00 AM","1612"
"SRV005106","2019/11/29 1:00:00 AM","2280"
"SRV005106","2019/11/29 1:30:00 AM","1638"
"SRV005106","2019/11/29 2:00:00 AM","1715"
"SRV005106","2019/11/29 2:30:00 AM","1691"
"SRV005106","2019/11/29 3:00:00 AM","12850"
"SRV005106","2019/11/29 3:30:00 AM","3137"
"SRV005106","2019/11/29 4:00:00 AM","3433"
"SRV005106","2019/11/29 4:30:00 AM","1729"
"SRV005106","2019/11/29 5:00:00 AM","1877"
"SRV005106","2019/11/29 5:30:00 AM","1793"
"SRV005106","2019/11/29 6:00:00 AM","1879"
"SRV005106","2019/11/29 6:30:00 AM","1981"
"SRV005106","2019/11/29 7:00:00 AM","931"
"SRV005106","2019/11/29 7:30:00 AM","314"
"SRV005106","2019/11/29 8:00:00 AM","605"
"SRV005106","2019/11/29 8:30:00 AM","3598"
"SRV005106","2019/11/29 9:00:00 AM","2338"
"SRV005106","2019/11/29 9:30:00 AM","3776"
"SRV005106","2019/11/29 10:00:00 AM","2274"
"SRV005106","2019/11/29 10:30:00 AM","4237"
"SRV005106","2019/11/29 11:00:00 AM","2599"
"SRV005106","2019/11/29 11:30:00 AM","2872"
"SRV005106","2019/11/29 12:00:00 PM","2060"
"SRV005106","2019/11/29 12:30:00 PM","1203"
"SRV005106","2019/11/29 1:00:00 PM","1881"
"SRV005106","2019/11/29 1:30:00 PM","891"
"SRV005106","2019/11/29 2:00:00 PM","801"
"SRV005106","2019/11/29 2:30:00 PM","1431"
"SRV005106","2019/11/29 3:00:00 PM","1363"
"SRV005106","2019/11/29 3:30:00 PM","1809"
"SRV005106","2019/11/29 4:00:00 PM","336"
"SRV005106","2019/11/29 4:30:00 PM","261"
"SRV005106","2019/11/29 5:00:00 PM","315"
"SRV005106","2019/11/29 5:30:00 PM","181"
"SRV005106","2019/11/29 6:00:00 PM","436"
"SRV005106","2019/11/29 6:30:00 PM","160"
"SRV005106","2019/11/29 7:00:00 PM","252"
"SRV005106","2019/11/29 7:30:00 PM","105"
"SRV005106","2019/11/29 8:00:00 PM","186684"
"SRV005106","2019/11/29 8:30:00 PM","220271"
"SRV005106","2019/11/29 9:00:00 PM","188153"
"SRV005106","2019/11/29 9:30:00 PM","168581"
"SRV005106","2019/11/29 10:00:00 PM","38792"
"SRV005106","2019/11/29 10:30:00 PM","15921"
"SRV005106","2019/11/29 11:00:00 PM","7203"
"SRV005106","2019/11/29 11:30:00 PM","2189"
"SRV005106","2019/11/30 12:00:00 AM","2045"
"SRV005106","2019/11/30 12:30:00 AM","1623"
"SRV005106","2019/11/30 1:00:00 AM","2051"
"SRV005106","2019/11/30 1:30:00 AM","1678"
"SRV005106","2019/11/30 2:00:00 AM","2215"
"SRV005106","2019/11/30 2:30:00 AM","4560"
"SRV005106","2019/11/30 3:00:00 AM","4048"
"SRV005106","2019/11/30 3:30:00 AM","3853"
"SRV005106","2019/11/30 4:00:00 AM","3812"
"SRV005106","2019/11/30 4:30:00 AM","3741"
"SRV005106","2019/11/30 5:00:00 AM","4189"
"SRV005106","2019/11/30 5:30:00 AM","3715"
"SRV005106","2019/11/30 6:00:00 AM","4135"
"SRV005106","2019/11/30 6:30:00 AM","3605"
"SRV005106","2019/11/30 7:00:00 AM","4103"
"SRV005106","2019/11/30 7:30:00 AM","3566"
"SRV005106","2019/11/30 8:00:00 AM","4069"
"SRV005106","2019/11/30 8:30:00 AM","3861"
"SRV005106","2019/11/30 9:00:00 AM","9637"
"SRV005106","2019/11/30 9:30:00 AM","6603"
"SRV005106","2019/11/30 10:00:00 AM","6974"
"SRV005106","2019/11/30 10:30:00 AM","6501"
"SRV005106","2019/11/30 11:00:00 AM","7127"
"SRV005106","2019/11/30 11:30:00 AM","8884"
"SRV005106","2019/11/30 12:00:00 PM","4405"
"SRV005106","2019/11/30 12:30:00 PM","6762"
"SRV005106","2019/11/30 1:00:00 PM","7024"
"SRV005106","2019/11/30 1:30:00 PM","6942"
"SRV005106","2019/11/30 2:00:00 PM","95235"
"SRV005106","2019/11/30 2:30:00 PM","132414"
"SRV005106","2019/11/30 3:00:00 PM","111012"
"SRV005106","2019/11/30 3:30:00 PM","86195"
"SRV005106","2019/11/30 4:00:00 PM","7520"
"SRV005106","2019/11/30 4:30:00 PM","5344"
"SRV005106","2019/11/30 5:00:00 PM","7313"
"SRV005106","2019/11/30 5:30:00 PM","4215"
"SRV005106","2019/11/30 6:00:00 PM","7133"
"SRV005106","2019/11/30 6:30:00 PM","4215"
"SRV005106","2019/11/30 7:00:00 PM","7234"
"SRV005106","2019/11/30 7:30:00 PM","4005"
"SRV005106","2019/11/30 8:00:00 PM","167408"
"SRV005106","2019/11/30 8:30:00 PM","137823"
"SRV005106","2019/11/30 9:00:00 PM","196811"
"SRV005106","2019/11/30 9:30:00 PM","104296"
"SRV005106","2019/11/30 10:00:00 PM","142651"
"SRV005106","2019/11/30 10:30:00 PM","246084"
"SRV005106","2019/11/30 11:00:00 PM","157263"
"SRV005106","2019/11/30 11:30:00 PM","35387"
"SRV005106","2019/12/01 12:00:00 AM","3348"
"SRV005106","2019/12/01 12:30:00 AM","3081"
"SRV005106","2019/12/01 1:00:00 AM","1836"
"SRV005106","2019/12/01 1:30:00 AM","547"
"SRV005106","2019/12/01 2:00:00 AM","635"
"SRV005106","2019/12/01 2:30:00 AM","424"
"SRV005106","2019/12/01 3:00:00 AM","5114"
"SRV005106","2019/12/01 3:30:00 AM","10076"
"SRV005106","2019/12/01 4:00:00 AM","9529"
"SRV005106","2019/12/01 4:30:00 AM","3764"
"SRV005106","2019/12/01 5:00:00 AM","663"
"SRV005106","2019/12/01 5:30:00 AM","485"
"SRV005106","2019/12/01 6:00:00 AM","614"
"SRV005106","2019/12/01 6:30:00 AM","502"
"SRV005106","2019/12/01 7:00:00 AM","702"
"SRV005106","2019/12/01 7:30:00 AM","412"
"SRV005106","2019/12/01 8:00:00 AM","23038"
"SRV005106","2019/12/01 8:30:00 AM","6279"
"SRV005106","2019/12/01 9:00:00 AM","10360"
"SRV005106","2019/12/01 9:30:00 AM","3385"
"SRV005106","2019/12/01 10:00:00 AM","7952"
"SRV005106","2019/12/01 10:30:00 AM","3303"
"SRV005106","2019/12/01 11:00:00 AM","6730"
"SRV005106","2019/12/01 11:30:00 AM","3305"
"SRV005106","2019/12/01 12:00:00 PM","2970"
"SRV005106","2019/12/01 12:30:00 PM","5789"
"SRV005106","2019/12/01 1:00:00 PM","4964"
"SRV005106","2019/12/01 1:30:00 PM","2698"
"SRV005106","2019/12/01 2:00:00 PM","30493"
"SRV005106","2019/12/01 2:30:00 PM","69722"
"SRV005106","2019/12/01 3:00:00 PM","77341"
"SRV005106","2019/12/01 3:30:00 PM","71004"
"SRV005106","2019/12/01 4:00:00 PM","59397"
"SRV005106","2019/12/01 4:30:00 PM","66302"
"SRV005106","2019/12/01 5:00:00 PM","60484"
"SRV005106","2019/12/01 5:30:00 PM","22178"
"SRV005106","2019/12/01 6:00:00 PM","3644"
"SRV005106","2019/12/01 6:30:00 PM","2569"
"SRV005106","2019/12/01 7:00:00 PM","3066"
"SRV005106","2019/12/01 7:30:00 PM","7079"
"SRV005106","2019/12/01 8:00:00 PM","150339"
"SRV005106","2019/12/01 8:30:00 PM","197663"
"SRV005106","2019/12/01 9:00:00 PM","199191"
"SRV005106","2019/12/01 9:30:00 PM","109296"
"SRV005106","2019/12/01 10:00:00 PM","42109"
"SRV005106","2019/12/01 10:30:00 PM","6096"
"SRV005106","2019/12/01 11:00:00 PM","3102"
"SRV005106","2019/12/01 11:30:00 PM","2205"
"SRV005106","2019/12/02 12:00:00 AM","8486"
"SRV005106","2019/12/02 12:30:00 AM","2263"
"SRV005106","2019/12/02 1:00:00 AM","2783"
"SRV005106","2019/12/02 1:30:00 AM","7906"
"SRV005106","2019/12/02 2:00:00 AM","4485"
"SRV005106","2019/12/02 2:30:00 AM","2414"
"SRV005106","2019/12/02 3:00:00 AM","5341"
"SRV005106","2019/12/02 3:30:00 AM","11737"
"SRV005106","2019/12/02 4:00:00 AM","8722"
"SRV005106","2019/12/02 4:30:00 AM","5168"
"SRV005106","2019/12/02 5:00:00 AM","4956"
"SRV005106","2019/12/02 5:30:00 AM","4947"
"SRV005106","2019/12/02 6:00:00 AM","3952"
"SRV005106","2019/12/02 6:30:00 AM","4906"
"SRV005106","2019/12/02 7:00:00 AM","1811"
"SRV005106","2019/12/02 7:30:00 AM","1621"
"SRV005106","2019/12/02 8:00:00 AM","9571"
"SRV005106","2019/12/02 8:30:00 AM","4924"
"SRV005106","2019/12/02 9:00:00 AM","9552"
"SRV005106","2019/12/02 9:30:00 AM","14748"
"SRV005106","2019/12/02 10:00:00 AM","13061"
"SRV005106","2019/12/02 10:30:00 AM","13690"
"SRV005106","2019/12/02 11:00:00 AM","6743"
"SRV005106","2019/12/02 11:30:00 AM","10129"
"SRV005106","2019/12/02 12:00:00 PM","5518"
"SRV005106","2019/12/02 12:30:00 PM","9851"
"SRV005106","2019/12/02 1:00:00 PM","3760"
"SRV005106","2019/12/02 1:30:00 PM","4134"
"SRV005106","2019/12/02 2:00:00 PM","6990"
"SRV005106","2019/12/02 2:30:00 PM","5230"
"SRV005106","2019/12/02 3:00:00 PM","3997"
"SRV005106","2019/12/02 3:30:00 PM","7605"
"SRV005106","2019/12/02 4:00:00 PM","8419"
"SRV005106","2019/12/02 4:30:00 PM","1307"
"SRV005106","2019/12/02 5:00:00 PM","1109"
"SRV005106","2019/12/02 5:30:00 PM","1008"
"SRV005106","2019/12/02 6:00:00 PM","989"
"SRV005106","2019/12/02 6:30:00 PM","919"
"SRV005106","2019/12/02 7:00:00 PM","1108"
"SRV005106","2019/12/02 7:30:00 PM","664"
"SRV005106","2019/12/02 8:00:00 PM","277925"
"SRV005106","2019/12/02 8:30:00 PM","258924"
"SRV005106","2019/12/02 9:00:00 PM","93184"
"SRV005106","2019/12/02 9:30:00 PM","30430"
"SRV005106","2019/12/02 10:00:00 PM","24244"
"SRV005106","2019/12/02 10:30:00 PM","26950"
"SRV005106","2019/12/02 11:00:00 PM","9084"
"SRV005106","2019/12/02 11:30:00 PM","2557"
"SRV005106","2019/12/03 12:00:00 AM","3320"
"SRV005106","2019/12/03 12:30:00 AM","5387"
"SRV005106","2019/12/03 1:00:00 AM","2477"
"SRV005106","2019/12/03 1:30:00 AM","2404"
"SRV005106","2019/12/03 2:00:00 AM","2263"
"SRV005106","2019/12/03 2:30:00 AM","4357"
"SRV005106","2019/12/03 3:00:00 AM","6884"
"SRV005106","2019/12/03 3:30:00 AM","7440"
"SRV005106","2019/12/03 4:00:00 AM","13669"
"SRV005106","2019/12/03 4:30:00 AM","5337"
"SRV005106","2019/12/03 5:00:00 AM","3240"
"SRV005106","2019/12/03 5:30:00 AM","2094"
"SRV005106","2019/12/03 6:00:00 AM","2743"
"SRV005106","2019/12/03 6:30:00 AM","2808"
"SRV005106","2019/12/03 7:00:00 AM","1741"
"SRV005106","2019/12/03 7:30:00 AM","4155"
"SRV005106","2019/12/03 8:00:00 AM","1447"
"SRV005106","2019/12/03 8:30:00 AM","4177"
"SRV005106","2019/12/03 9:00:00 AM","4035"
"SRV005106","2019/12/03 9:30:00 AM","10839"
"SRV005106","2019/12/03 10:00:00 AM","4584"
"SRV005106","2019/12/03 10:30:00 AM","7800"
